sessao_id,inicio_s,duracao_s,tipo
S11,1998,15,fala_moderador
S11,2013,47,silencio
S11,2060,58,fala_moderador
S11,2118,31,silencio
S11,2149,25,fala_moderador
S11,2174,32,pensando_alto
S11,2206,25,silencio
S11,2231,52,fala_moderador
S11,2283,31,fora_do_tema
S11,2314,66,fala_moderador
S11,2380,51,tentativa_tarefa
S11,2431,78,tentativa_tarefa
S11,2509,13,pensando_alto
S11,2522,35,silencio
S11,2557,24,tentativa_tarefa
S11,2581,58,pensando_alto
S11,2639,48,silencio
S11,2687,12,tentativa_tarefa
S11,2699,84,fala_moderador
S11,2783,15,pensando_alto
S11,2798,21,fala_moderador
S11,2819,66,fala_moderador
S11,2885,21,fala_moderador
S11,2906,12,silencio
S11,2918,36,tentativa_tarefa
S11,2954,8,fala_moderador
S11,2962,15,tentativa_tarefa
S11,2977,9,fora_do_tema
S11,2986,37,tentativa_tarefa
S11,3023,29,pensando_alto
S11,3052,24,pensando_alto
S11,3076,42,silencio
S11,3118,32,pensando_alto
S11,3150,36,fala_moderador
S11,3186,16,silencio
S11,3202,88,pensando_alto
S11,3290,79,tentativa_tarefa
S11,3369,39,pensando_alto
S12,0,33,tentativa_tarefa
S12,33,17,pensando_alto
S12,50,79,tentativa_tarefa
S12,129,15,fala_moderador
S12,144,33,pensando_alto
S12,177,22,tentativa_tarefa
S12,199,8,fala_moderador
S12,207,65,silencio
S12,272,51,fala_moderador
S12,323,45,fora_do_tema
S12,368,35,pensando_alto
S12,403,40,pensando_alto
S12,443,27,fora_do_tema
S12,470,15,silencio
S12,485,33,tentativa_tarefa
S12,518,37,pensando_alto
S12,555,18,tentativa_tarefa
S12,573,14,pensando_alto
S12,587,54,tentativa_tarefa
S12,641,13,silencio
S12,654,20,fala_moderador
S12,674,15,fala_moderador
S12,689,55,tentativa_tarefa
S12,744,10,tentativa_tarefa
S12,754,30,fala_moderador
S12,784,19,tentativa_tarefa
S12,803,41,fora_do_tema
S12,844,61,tentativa_tarefa
S12,905,23,tentativa_tarefa
S12,928,19,fala_moderador
S12,947,26,tentativa_tarefa
S12,973,37,fala_moderador
S12,1010,39,tentativa_tarefa
S12,1049,35,silencio
S12,1084,41,tentativa_tarefa
S12,1125,28,tentativa_tarefa
S12,1153,48,fala_moderador
S12,1201,22,tentativa_tarefa
S12,1223,18,fala_moderador
S12,1241,29,fala_moderador
S12,1270,35,pensando_alto
S12,1305,83,tentativa_tarefa
S12,1388,8,tentativa_tarefa
S12,1396,35,fala_moderador
S12,1431,49,tentativa_tarefa
S12,1480,26,silencio
S12,1506,123,tentativa_tarefa
S12,1629,34,tentativa_tarefa
S12,1663,22,tentativa_tarefa
S12,1685,21,pensando_alto
S12,1706,14,fala_moderador
S12,1720,28,tentativa_tarefa
S12,1748,18,tentativa_tarefa
S12,1766,15,fala_moderador
S12,1781,25,tentativa_tarefa
S12,1806,8,silencio
S12,1814,32,fala_moderador
S12,1846,26,fala_moderador
S12,1872,17,fala_moderador
S12,1889,39,tentativa_tarefa
S12,1928,41,silencio
S12,1969,42,tentativa_tarefa
S12,2011,62,tentativa_tarefa
S12,2073,44,fala_moderador
S12,2117,27,tentativa_tarefa
S12,2144,71,tentativa_tarefa
S12,2215,44,tentativa_tarefa
S12,2259,31,pensando_alto
S12,2290,16,tentativa_tarefa
S12,2306,8,tentativa_tarefa
S12,2314,42,tentativa_tarefa
S12,2356,11,tentativa_tarefa
S12,2367,42,fora_do_tema
S12,2409,48,silencio
S12,2457,24,pensando_alto
S12,2481,67,tentativa_tarefa
S12,2548,21,tentativa_tarefa
S12,2569,8,fala_moderador
S12,2577,38,fala_moderador
S12,2615,17,tentativa_tarefa
S12,2632,19,fora_do_tema
S12,2651,30,tentativa_tarefa
S12,2681,36,silencio
S12,2717,22,tentativa_tarefa
S12,2739,28,fala_moderador
S12,2767,71,tentativa_tarefa
S12,2838,35,tentativa_tarefa
S12,2873,19,fala_moderador
S12,2892,24,silencio
S12,2916,11,tentativa_tarefa
S12,2927,20,tentativa_tarefa
S12,2947,50,tentativa_tarefa
S12,2997,36,tentativa_tarefa
S12,3033,23,tentativa_tarefa
S12,3056,14,fala_moderador
S12,3070,13,pensando_alto
S12,3083,15,tentativa_tarefa
S12,3098,47,pensando_alto
S12,3145,53,tentativa_tarefa
S12,3198,21,fora_do_tema
S12,3219,13,tentativa_tarefa
S12,3232,90,fora_do_tema
S12,3322,11,fala_moderador
S12,3333,95,fala_moderador
S12,3428,16,pensando_alto
S12,3444,57,tentativa_tarefa
S12,3501,25,silencio
S13,0,23,silencio
S13,23,44,fora_do_tema
S13,67,103,tentativa_tarefa
S13,170,34,silencio
S13,204,30,tentativa_tarefa
S13,234,10,pensando_alto
S13,244,43,pensando_alto
S13,287,15,fala_moderador
S13,302,31,tentativa_tarefa
S13,333,27,fora_do_tema
S13,360,40,tentativa_tarefa
S13,400,31,fala_moderador
S13,431,22,tentativa_tarefa
S13,453,27,silencio
S13,480,32,tentativa_tarefa
S13,512,27,fala_moderador
S13,539,20,silencio
S13,559,23,fora_do_tema
S13,582,37,fala_moderador
S13,619,52,fala_moderador
S13,671,16,silencio
S13,687,9,fora_do_tema
S13,696,27,pensando_alto
S13,723,26,fora_do_tema
S13,749,11,tentativa_tarefa
S13,760,48,tentativa_tarefa
S13,808,22,tentativa_tarefa
S13,830,34,silencio
S13,864,30,tentativa_tarefa
S13,894,85,tentativa_tarefa
S13,979,48,fala_moderador
S13,1027,13,silencio
S13,1040,16,fala_moderador
S13,1056,31,tentativa_tarefa
S13,1087,227,fora_do_tema
S13,1314,30,fala_moderador
S13,1344,53,pensando_alto
S13,1397,23,silencio
S13,1420,8,fora_do_tema
S13,1428,61,silencio
S13,1489,30,tentativa_tarefa
S13,1519,36,tentativa_tarefa
S13,1555,42,tentativa_tarefa
S13,1597,28,pensando_alto
S13,1625,25,fora_do_tema
S13,1650,49,fala_moderador
S13,1699,31,tentativa_tarefa
S13,1730,49,fala_moderador
S13,1779,40,tentativa_tarefa
S13,1819,16,tentativa_tarefa
S13,1835,25,tentativa_tarefa
S13,1860,34,fala_moderador
S13,1894,38,fora_do_tema
S13,1932,38,pensando_alto
S13,1970,26,silencio
S13,1996,15,fala_moderador
S13,2011,13,tentativa_tarefa
S13,2024,37,tentativa_tarefa
S13,2061,71,fora_do_tema
S13,2132,90,tentativa_tarefa
S13,2222,61,fala_moderador
S13,2283,22,silencio
S13,2305,19,tentativa_tarefa
S13,2324,37,silencio
S13,2361,22,tentativa_tarefa
S13,2383,19,pensando_alto
S13,2402,22,silencio
S13,2424,40,fora_do_tema
S13,2464,53,pensando_alto
S13,2517,57,fora_do_tema
S13,2574,36,tentativa_tarefa
S13,2610,46,fala_moderador
S13,2656,65,fala_moderador
S13,2721,52,pensando_alto
S13,2773,38,fala_moderador
S13,2811,43,tentativa_tarefa
S13,2854,18,pensando_alto
S13,2872,24,silencio
S13,2896,46,silencio
S13,2942,15,tentativa_tarefa
S13,2957,40,fala_moderador
S13,2997,60,fala_moderador
S13,3057,15,fala_moderador
S13,3072,41,fora_do_tema
S14,0,18,tentativa_tarefa
S14,18,27,tentativa_tarefa
S14,45,48,pensando_alto
S14,93,26,fala_moderador
S14,119,66,tentativa_tarefa
S14,185,86,silencio
S14,271,20,fala_moderador
S14,291,46,tentativa_tarefa
S14,337,26,tentativa_tarefa
S14,363,54,fala_moderador
S14,417,20,pensando_alto
S14,437,41,tentativa_tarefa
S14,478,83,fala_moderador
S14,561,82,pensando_alto
S14,643,16,tentativa_tarefa
S14,659,38,fala_moderador
S14,697,14,silencio
S14,711,13,tentativa_tarefa
S14,724,25,tentativa_tarefa
S14,749,42,pensando_alto
S14,791,26,tentativa_tarefa
S14,817,24,silencio
S14,841,34,silencio
S14,875,27,tentativa_tarefa
S14,902,19,pensando_alto
S14,921,176,tentativa_tarefa
S14,1097,47,silencio
S14,1144,14,fala_moderador
S14,1158,80,tentativa_tarefa
S14,1238,16,tentativa_tarefa
S14,1254,22,pensando_alto
S14,1276,13,tentativa_tarefa
S14,1289,29,silencio
S14,1318,52,tentativa_tarefa
S14,1370,41,tentativa_tarefa
S14,1411,35,fora_do_tema
S14,1446,41,tentativa_tarefa
S14,1487,43,fora_do_tema
S14,1530,14,silencio
S14,1544,46,fala_moderador
S14,1590,12,tentativa_tarefa
S14,1602,36,tentativa_tarefa
S14,1638,55,pensando_alto
S14,1693,26,silencio
S14,1719,48,tentativa_tarefa
S14,1767,26,silencio
S14,1793,29,pensando_alto
S14,1822,10,silencio
S14,1832,17,tentativa_tarefa
S14,1849,60,silencio
S14,1909,59,fora_do_tema
S14,1968,21,tentativa_tarefa
S14,1989,49,fala_moderador
S14,2038,30,fala_moderador
S14,2068,16,fora_do_tema
S14,2084,28,silencio
S14,2112,33,tentativa_tarefa
S14,2145,113,fala_moderador
S14,2258,40,fala_moderador
S14,2298,44,tentativa_tarefa
S14,2342,16,fala_moderador
S14,2358,23,tentativa_tarefa
S15,0,18,tentativa_tarefa
S15,18,21,pensando_alto
S15,39,52,silencio
S15,91,17,pensando_alto
S15,108,42,tentativa_tarefa
S15,150,20,fala_moderador
S15,170,85,pensando_alto
S15,255,24,tentativa_tarefa
S15,279,14,tentativa_tarefa
S15,293,56,tentativa_tarefa
S15,349,120,fala_moderador
S15,469,34,silencio
S15,503,26,tentativa_tarefa
S15,529,36,pensando_alto
S15,565,77,silencio
S15,642,37,pensando_alto
S15,679,62,fala_moderador
S15,741,21,fala_moderador
S15,762,76,pensando_alto
S15,838,24,tentativa_tarefa
S15,862,61,pensando_alto
S15,923,47,pensando_alto
S15,970,68,fala_moderador
S15,1038,27,tentativa_tarefa
S15,1065,54,fala_moderador
S15,1119,20,silencio
S15,1139,26,fora_do_tema
S15,1165,37,fala_moderador
S15,1202,22,tentativa_tarefa
S15,1224,23,fora_do_tema
S15,1247,19,tentativa_tarefa
S15,1266,16,tentativa_tarefa
S15,1282,46,tentativa_tarefa
S15,1328,56,tentativa_tarefa
S15,1384,8,fora_do_tema
S15,1392,42,tentativa_tarefa
S15,1434,57,silencio
S15,1491,39,silencio
S15,1530,19,silencio
S15,1549,22,silencio
S15,1571,61,tentativa_tarefa
S15,1632,28,fala_moderador
S15,1660,22,tentativa_tarefa
S15,1682,21,fala_moderador
S15,1703,19,pensando_alto
S15,1722,42,silencio
S15,1764,29,fora_do_tema
S15,1793,28,fala_moderador
S15,1821,48,tentativa_tarefa
S15,1869,8,tentativa_tarefa
S15,1877,22,fala_moderador
S15,1899,28,fora_do_tema
S15,1927,84,silencio
S15,2011,43,silencio
S15,2054,74,silencio
S15,2128,13,pensando_alto
S15,2141,21,pensando_alto
S15,2162,42,tentativa_tarefa
S15,2204,214,fala_moderador
S15,2418,8,fala_moderador
S15,2426,32,fora_do_tema
S15,2458,17,silencio
S15,2475,12,silencio
S15,2487,17,tentativa_tarefa
S15,2504,61,pensando_alto
S15,2565,11,fala_moderador
S15,2576,66,tentativa_tarefa
S15,2642,28,tentativa_tarefa
S15,2670,16,pensando_alto
S15,2686,20,pensando_alto
S15,2706,37,fala_moderador
S15,2743,37,tentativa_tarefa
S15,2780,10,tentativa_tarefa
S15,2790,32,silencio
S15,2822,75,tentativa_tarefa
S15,2897,29,silencio
S15,2926,44,silencio
S15,2970,18,pensando_alto
S15,2988,27,fala_moderador
S15,3015,28,fala_moderador
S15,3043,39,fala_moderador
S15,3082,48,fala_moderador
S15,3130,31,silencio
S15,3161,14,silencio
S15,3175,9,pensando_alto
S15,3184,148,tentativa_tarefa
S15,3332,31,silencio
S15,3363,110,pensando_alto
S15,3473,28,tentativa_tarefa
S15,3501,26,fala_moderador
S15,3527,27,fala_moderador
S15,3554,55,tentativa_tarefa
S15,3609,85,silencio
S15,3694,26,fora_do_tema
S16,0,92,silencio
S16,92,48,pensando_alto
S16,140,67,tentativa_tarefa
S16,207,23,tentativa_tarefa
S16,230,12,fora_do_tema
S16,242,45,tentativa_tarefa
S16,287,34,tentativa_tarefa
S16,321,28,pensando_alto
S16,349,33,pensando_alto
S16,382,8,tentativa_tarefa
S16,390,25,silencio
S16,415,13,tentativa_tarefa
S16,428,46,tentativa_tarefa
S16,474,66,tentativa_tarefa
S16,540,25,fala_moderador
S16,565,24,tentativa_tarefa
S16,589,85,pensando_alto
S16,674,23,silencio
S16,697,43,fala_moderador
S16,740,62,pensando_alto
S16,802,21,tentativa_tarefa
S16,823,19,fora_do_tema
S16,842,53,tentativa_tarefa
S16,895,17,tentativa_tarefa
S16,912,34,fala_moderador
S16,946,22,tentativa_tarefa
S16,968,74,silencio
S16,1042,78,silencio
S16,1120,67,fala_moderador
S16,1187,18,tentativa_tarefa
S16,1205,49,fala_moderador
S16,1254,17,tentativa_tarefa
S16,1271,10,tentativa_tarefa
S16,1281,47,fala_moderador
S16,1328,34,fora_do_tema
S16,1362,19,tentativa_tarefa
S16,1381,28,pensando_alto
S16,1409,40,fala_moderador
S16,1449,26,fala_moderador
S16,1475,10,tentativa_tarefa
S16,1485,14,fala_moderador
S16,1499,24,fala_moderador
S16,1523,79,fala_moderador
S16,1602,38,tentativa_tarefa
S16,1640,46,pensando_alto
S16,1686,10,silencio
S16,1696,50,silencio
S16,1746,35,pensando_alto
S16,1781,25,tentativa_tarefa
S16,1806,20,fala_moderador
S16,1826,24,tentativa_tarefa
S16,1850,111,fala_moderador
S16,1961,48,pensando_alto
S16,2009,30,fala_moderador
S16,2039,29,fala_moderador
S16,2068,45,pensando_alto
S16,2113,59,fora_do_tema
S16,2172,37,tentativa_tarefa
S16,2209,71,pensando_alto
S17,0,21,silencio
S17,21,82,pensando_alto
S17,103,32,tentativa_tarefa
S17,135,17,tentativa_tarefa
S17,152,47,fala_moderador
S17,199,14,fala_moderador
S17,213,60,tentativa_tarefa
S17,273,20,tentativa_tarefa
S17,293,82,pensando_alto
S17,375,23,tentativa_tarefa
S17,398,27,tentativa_tarefa
S17,425,36,pensando_alto
S17,461,18,fora_do_tema
S17,479,25,fora_do_tema
S17,504,24,fala_moderador
S17,528,31,tentativa_tarefa
S17,559,15,silencio
S17,574,57,fala_moderador
S17,631,51,silencio
S17,682,24,fala_moderador
S17,706,71,fala_moderador
S17,777,40,tentativa_tarefa
S17,817,9,silencio
S17,826,116,tentativa_tarefa
S17,942,15,fora_do_tema
S17,957,19,pensando_alto
S17,976,38,fala_moderador
S17,1014,9,fora_do_tema
S17,1023,33,fala_moderador
S17,1056,54,fala_moderador
S17,1110,18,pensando_alto
S17,1128,10,fala_moderador
S17,1138,38,fala_moderador
S17,1176,40,fora_do_tema
S17,1216,92,silencio
S17,1308,21,fala_moderador
S17,1329,34,tentativa_tarefa
S17,1363,32,pensando_alto
S17,1395,94,fala_moderador
S17,1489,60,pensando_alto
S17,1549,37,silencio
S17,1586,31,tentativa_tarefa
S17,1617,28,tentativa_tarefa
S17,1645,42,fora_do_tema
S17,1687,94,pensando_alto
S17,1781,27,tentativa_tarefa
S17,1808,21,silencio
S17,1829,16,tentativa_tarefa
S17,1845,38,fala_moderador
S17,1883,30,tentativa_tarefa
S17,1913,8,tentativa_tarefa
S17,1921,39,fala_moderador
S17,1960,37,tentativa_tarefa
S17,1997,19,silencio
S17,2016,26,fala_moderador
S17,2042,57,pensando_alto
S17,2099,40,tentativa_tarefa
S17,2139,80,tentativa_tarefa
S17,2219,26,tentativa_tarefa
S17,2245,31,fala_moderador
S17,2276,65,silencio
S17,2341,20,silencio
S17,2361,46,fora_do_tema
S17,2407,39,tentativa_tarefa
S17,2446,17,pensando_alto
S17,2463,57,tentativa_tarefa
S17,2520,19,fala_moderador
S17,2539,12,tentativa_tarefa
S17,2551,20,fala_moderador
S17,2571,29,fala_moderador
S17,2600,30,silencio
S17,2630,21,silencio
S17,2651,21,pensando_alto
S17,2672,22,silencio
S17,2694,19,pensando_alto
S17,2713,15,fora_do_tema
S17,2728,14,tentativa_tarefa
S17,2742,21,fala_moderador
S17,2763,13,fala_moderador
S17,2776,18,tentativa_tarefa
S17,2794,93,fala_moderador
S17,2887,46,fala_moderador
S17,2933,106,tentativa_tarefa
S17,3039,40,tentativa_tarefa
S17,3079,25,silencio
S17,3104,16,tentativa_tarefa
S17,3120,36,tentativa_tarefa
S17,3156,36,fala_moderador
S17,3192,30,fora_do_tema
S18,0,37,silencio
S18,37,39,fala_moderador
S18,76,18,fala_moderador
S18,94,42,silencio
S18,136,32,tentativa_tarefa
S18,168,11,fora_do_tema
S18,179,64,silencio
S18,243,36,tentativa_tarefa
S18,279,29,fala_moderador
S18,308,22,silencio
S18,330,13,silencio
S18,343,23,tentativa_tarefa
S18,366,46,silencio
S18,412,23,pensando_alto
S18,435,42,tentativa_tarefa
S18,477,39,tentativa_tarefa
S18,516,20,tentativa_tarefa
S18,536,24,tentativa_tarefa
S18,560,39,tentativa_tarefa
S18,599,74,tentativa_tarefa
S18,673,18,pensando_alto
S18,691,13,fora_do_tema
S18,704,28,pensando_alto
S18,732,36,fala_moderador
S18,768,30,silencio
S18,798,59,fora_do_tema
S18,857,38,tentativa_tarefa
S18,895,8,fala_moderador
S18,903,45,silencio
S18,948,29,pensando_alto
S18,977,27,pensando_alto
S18,1004,18,tentativa_tarefa
S18,1022,32,tentativa_tarefa
S18,1054,45,silencio
S18,1099,32,tentativa_tarefa
S18,1131,31,fala_moderador
S18,1162,10,fala_moderador
S18,1172,35,fala_moderador
S18,1207,49,tentativa_tarefa
S18,1256,32,fala_moderador
S18,1288,31,tentativa_tarefa
S18,1319,41,tentativa_tarefa
S18,1360,24,fala_moderador
S18,1384,114,silencio
S18,1498,60,tentativa_tarefa
S18,1558,28,fora_do_tema
S18,1586,25,fala_moderador
S18,1611,39,tentativa_tarefa
S18,1650,26,pensando_alto
S18,1676,10,tentativa_tarefa
S18,1686,12,tentativa_tarefa
S18,1698,14,fala_moderador
S18,1712,29,tentativa_tarefa
S18,1741,15,pensando_alto
S18,1756,30,pensando_alto
S18,1786,49,fala_moderador
S18,1835,41,silencio
S18,1876,28,fora_do_tema
S18,1904,36,silencio
S18,1940,20,pensando_alto
S18,1960,72,fala_moderador
S18,2032,84,fala_moderador
S18,2116,65,fora_do_tema
S18,2181,55,tentativa_tarefa
S18,2236,29,fala_moderador
S18,2265,61,tentativa_tarefa
S18,2326,14,fala_moderador
S18,2340,15,fala_moderador
S18,2355,26,silencio
S18,2381,17,fala_moderador
S18,2398,87,silencio
S18,2485,80,fora_do_tema
S18,2565,33,silencio
S18,2598,50,fala_moderador
S18,2648,40,tentativa_tarefa
S18,2688,15,pensando_alto
S18,2703,42,tentativa_tarefa
S19,0,38,silencio
S19,38,42,tentativa_tarefa
S19,80,33,tentativa_tarefa
S19,113,23,tentativa_tarefa
S19,136,32,tentativa_tarefa
S19,168,17,tentativa_tarefa
S19,185,80,fala_moderador
S19,265,47,fora_do_tema
S19,312,16,fora_do_tema
S19,328,22,pensando_alto
S19,350,24,silencio
S19,374,17,pensando_alto
S19,391,96,fala_moderador
S19,487,27,tentativa_tarefa
S19,514,72,silencio
S19,586,31,fala_moderador
S19,617,17,silencio
S19,634,139,fala_moderador
S19,773,20,tentativa_tarefa
S19,793,27,pensando_alto
S19,820,44,fala_moderador
S19,864,39,tentativa_tarefa
S19,903,45,silencio
S19,948,79,fala_moderador
S19,1027,22,fala_moderador
S19,1049,51,pensando_alto
S19,1100,75,fala_moderador
S19,1175,41,tentativa_tarefa
S19,1216,40,fala_moderador
S19,1256,42,fala_moderador
S19,1298,58,fala_moderador
S19,1356,34,fala_moderador
S19,1390,8,fala_moderador
S19,1398,18,tentativa_tarefa
S19,1416,44,fala_moderador
S19,1460,45,fala_moderador
S19,1505,11,fala_moderador
S19,1516,37,fora_do_tema
S19,1553,19,pensando_alto
S19,1572,32,silencio
S19,1604,68,fora_do_tema
S19,1672,27,silencio
S19,1699,52,fala_moderador
S19,1751,38,fala_moderador
S19,1789,56,silencio
S19,1845,17,fala_moderador
S19,1862,16,pensando_alto
S19,1878,76,tentativa_tarefa
S19,1954,25,fora_do_tema
S19,1979,49,pensando_alto
S19,2028,41,tentativa_tarefa
S19,2069,20,fala_moderador
S19,2089,20,tentativa_tarefa
S19,2109,38,silencio
S19,2147,27,fala_moderador
S19,2174,14,tentativa_tarefa
S19,2188,16,tentativa_tarefa
S19,2204,39,tentativa_tarefa
S19,2243,157,pensando_alto
S19,2400,38,tentativa_tarefa
S19,2438,17,fora_do_tema
S19,2455,50,pensando_alto
S19,2505,30,fora_do_tema
S19,2535,15,pensando_alto
S19,2550,21,silencio
S19,2571,33,pensando_alto
S19,2604,12,tentativa_tarefa
S19,2616,58,tentativa_tarefa
S19,2674,13,tentativa_tarefa
S19,2687,27,fala_moderador
S19,2714,50,pensando_alto
S19,2764,61,tentativa_tarefa
S19,2825,14,tentativa_tarefa
S19,2839,40,pensando_alto
S19,2879,37,fala_moderador
S19,2916,10,tentativa_tarefa
S19,2926,19,tentativa_tarefa
S19,2945,14,fala_moderador
S19,2959,32,fora_do_tema
S19,2991,22,fala_moderador
S19,3013,22,fala_moderador
S19,3035,11,fala_moderador
S19,3046,42,pensando_alto
S19,3088,26,pensando_alto
S19,3114,63,fora_do_tema
S19,3177,24,tentativa_tarefa
S19,3201,16,fala_moderador
S19,3217,25,pensando_alto
S19,3242,26,silencio
S19,3268,26,pensando_alto
S19,3294,17,tentativa_tarefa
S19,3311,35,tentativa_tarefa
S19,3346,34,fala_moderador
S19,3380,12,fala_moderador
S19,3392,28,fala_moderador
S19,3420,25,fala_moderador
S19,3445,50,pensando_alto
S19,3495,19,tentativa_tarefa
S19,3514,32,pensando_alto
S19,3546,11,tentativa_tarefa
S19,3557,70,tentativa_tarefa
S19,3627,20,fala_moderador
S19,3647,36,silencio
S19,3683,40,pensando_alto
S19,3723,12,tentativa_tarefa
S19,3735,27,tentativa_tarefa
S19,3762,17,fala_moderador
S19,3779,54,pensando_alto
S19,3833,15,pensando_alto
S19,3848,39,tentativa_tarefa
S19,3887,20,tentativa_tarefa
S19,3907,61,pensando_alto
S19,3968,24,pensando_alto
S19,3992,28,tentativa_tarefa
S20,0,35,pensando_alto
S20,35,19,silencio
S20,54,30,tentativa_tarefa
S20,84,85,fala_moderador
S20,169,30,tentativa_tarefa
S20,199,94,silencio
S20,293,18,silencio
S20,311,45,fora_do_tema
S20,356,36,fora_do_tema
S20,392,38,silencio
S20,430,45,tentativa_tarefa
S20,475,17,fora_do_tema
S20,492,54,pensando_alto
S20,546,13,silencio
S20,559,20,fala_moderador
S20,579,10,tentativa_tarefa
S20,589,37,fala_moderador
S20,626,17,tentativa_tarefa
S20,643,18,silencio
S20,661,53,fala_moderador
S20,714,31,tentativa_tarefa
S20,745,14,pensando_alto
S20,759,83,pensando_alto
S20,842,19,silencio
S20,861,32,fala_moderador
S20,893,16,tentativa_tarefa
S20,909,33,tentativa_tarefa
S20,942,98,silencio
S20,1040,23,fora_do_tema
S20,1063,22,fala_moderador
S20,1085,43,pensando_alto
S20,1128,12,tentativa_tarefa
S20,1140,22,fora_do_tema
S20,1162,50,fala_moderador
S20,1212,36,pensando_alto
S20,1248,17,silencio
S20,1265,12,fala_moderador
S20,1277,22,tentativa_tarefa
S20,1299,34,tentativa_tarefa
S20,1333,41,fala_moderador
S20,1374,41,silencio
S20,1415,41,pensando_alto
S20,1456,23,tentativa_tarefa
S20,1479,78,silencio
S20,1557,20,tentativa_tarefa
S20,1577,22,tentativa_tarefa
S20,1599,31,silencio
S20,1630,43,fala_moderador
S20,1673,15,tentativa_tarefa
S20,1688,34,pensando_alto
S20,1722,20,tentativa_tarefa
S20,1742,39,tentativa_tarefa
S20,1781,21,tentativa_tarefa
S20,1802,79,fala_moderador
S20,1881,47,silencio
S20,1928,24,tentativa_tarefa
S20,1952,23,silencio
S20,1975,42,fala_moderador
S20,2017,56,silencio
S20,2073,23,tentativa_tarefa
S20,2096,26,fala_moderador
S20,2122,76,tentativa_tarefa
S20,2198,41,pensando_alto
S20,2239,48,fala_moderador
S20,2287,88,fala_moderador
S20,2375,19,tentativa_tarefa
S20,2394,15,pensando_alto
S20,2409,12,tentativa_tarefa
S20,2421,41,silencio
S20,2462,40,fala_moderador
S20,2502,88,pensando_alto
S20,2590,51,tentativa_tarefa
S20,2641,19,tentativa_tarefa
S20,2660,22,pensando_alto
S20,2682,94,fora_do_tema
S20,2776,23,pensando_alto
S20,2799,26,silencio
S20,2825,13,fala_moderador
S20,2838,38,silencio
S20,2876,21,fala_moderador
S20,2897,90,tentativa_tarefa
S20,2987,8,tentativa_tarefa
S20,2995,61,fala_moderador
S21,0,19,tentativa_tarefa
S21,19,75,tentativa_tarefa
S21,94,61,tentativa_tarefa
S21,155,19,tentativa_tarefa
S21,174,54,pensando_alto
S21,228,49,fala_moderador
S21,277,45,pensando_alto
S21,322,34,pensando_alto
S21,356,26,tentativa_tarefa
S21,382,20,silencio
S21,402,40,fora_do_tema
S21,442,31,pensando_alto
S21,473,37,fala_moderador
S21,510,16,tentativa_tarefa
S21,526,9,pensando_alto
S21,535,40,tentativa_tarefa
S21,575,116,pensando_alto
S21,691,32,pensando_alto
S21,723,14,tentativa_tarefa
S21,737,8,fora_do_tema
S21,745,39,pensando_alto
S21,784,22,tentativa_tarefa
S21,806,34,pensando_alto
S21,840,37,tentativa_tarefa
S21,877,30,pensando_alto
S21,907,23,tentativa_tarefa
S21,930,47,silencio
S21,977,79,tentativa_tarefa
S21,1056,114,tentativa_tarefa
S21,1170,25,tentativa_tarefa
S21,1195,29,fora_do_tema
S21,1224,51,fala_moderador
S21,1275,48,tentativa_tarefa
S21,1323,32,silencio
S21,1355,22,silencio
S21,1377,16,fala_moderador
S21,1393,77,pensando_alto
S21,1470,22,pensando_alto
S21,1492,26,pensando_alto
S21,1518,24,fala_moderador
S21,1542,22,fora_do_tema
S21,1564,21,tentativa_tarefa
S21,1585,15,pensando_alto
S21,1600,24,fala_moderador
S21,1624,16,pensando_alto
S21,1640,63,fala_moderador
S21,1703,170,silencio
S21,1873,23,fora_do_tema
S21,1896,32,pensando_alto
S21,1928,85,tentativa_tarefa
S21,2013,85,fala_moderador
S21,2098,21,fala_moderador
S21,2119,29,fala_moderador
S21,2148,49,pensando_alto
S21,2197,8,silencio
S21,2205,14,fala_moderador
S21,2219,75,pensando_alto
S21,2294,55,tentativa_tarefa
S21,2349,8,tentativa_tarefa
S21,2357,53,fora_do_tema
S21,2410,24,pensando_alto
S21,2434,39,fala_moderador
S21,2473,52,pensando_alto
S21,2525,15,tentativa_tarefa
S21,2540,70,pensando_alto
S21,2610,21,tentativa_tarefa
S21,2631,44,tentativa_tarefa
S21,2675,11,tentativa_tarefa
S21,2686,13,pensando_alto
S21,2699,29,silencio
S21,2728,74,pensando_alto
S21,2802,17,tentativa_tarefa
S21,2819,19,fala_moderador
S21,2838,46,silencio
S21,2884,20,fala_moderador
S21,2904,31,silencio
S21,2935,54,silencio
S21,2989,25,pensando_alto
S21,3014,34,pensando_alto
S22,0,80,fora_do_tema
S22,80,26,fora_do_tema
S22,106,58,tentativa_tarefa
S22,164,31,tentativa_tarefa
S22,195,24,tentativa_tarefa
S22,219,11,fora_do_tema
S22,230,41,tentativa_tarefa
S22,271,18,fala_moderador
S22,289,66,tentativa_tarefa
S22,355,38,tentativa_tarefa
S22,393,16,fala_moderador
S22,409,96,fala_moderador
S22,505,17,tentativa_tarefa
S22,522,31,fala_moderador
S22,553,52,fala_moderador
S22,605,18,tentativa_tarefa
S22,623,16,tentativa_tarefa
S22,639,20,tentativa_tarefa
S22,659,27,silencio
S22,686,24,silencio
S22,710,33,pensando_alto
S22,743,28,silencio
S22,771,33,pensando_alto
S22,804,43,tentativa_tarefa
S22,847,17,fala_moderador
S22,864,38,tentativa_tarefa
S22,902,48,fora_do_tema
